tagihan_id;mahasiswa;tanggal_jatuh_tempo;is_terlambat;nominal_tagihan;nominal_harus_bayar;jenis_pembayaran;tahun_ajaran;semester_tagihan;jenis_semester;bulan_jatuh_tempo;angkatan;kode_prodi;nama_prodi;jalur_masuk;subjalur_masuk;jenis_kelamin;statusmhs_periode;is_statusmhs_periode_missing;kps_status;is_kps_status_missing;jumlah_saudara;is_jumlah_saudara_missing;penghasilan_ortu_label;is_penghasilan_ortu_missing;pendidikan_ayah_label;is_pendidikan_ayah_missing;pendidikan_ibu_label;is_pendidikan_ibu_missing;pekerjaan_ayah;is_pekerjaan_ayah_missing;pekerjaan_ibu;is_pekerjaan_ibu_missing;prev_tagihan_count;prev_late_count;prev_late_ratio;prev_cicilan_count;prev_cicilan_ratio
1;Mahasiswa 0001;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;21412;Teknik Mekatronika;PSUD;SMU;L;Aktif;0;Unknown;1;2;0;4 Juta;0;S1;0;S1;0;Karyawan Swasta;0;IRT;0;0;0;0.0000;0;0.0000
2;Mahasiswa 0002;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;21412;Teknik Mekatronika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;3;0;1 Juta;0;S2;0;S1;0;PNS;0;Wiraswasta;0;0;0;0.0000;0;0.0000
3;Mahasiswa 0003;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;1;2;0;4 Juta;0;S2;0;S2;0;PNS;0;PNS;0;0;0;0.0000;0;0.0000
5;Mahasiswa 0005;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;21412;Teknik Mekatronika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;1;0;4 Juta;0;S1;0;SMA;0;Karyawan Swasta;0;IRT;0;0;0;0.0000;0;0.0000
7;Mahasiswa 0007;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;0;3;0;Diatas 5 Juta;0;S1;0;SMP;0;Tani;0;IRT;0;0;0;0.0000;0;0.0000
10;Mahasiswa 0009;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20402;Teknik Telekomunikasi;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
11;Mahasiswa 0010;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;1;0;4 Juta;0;S2;0;S2;0;PNS;0;PNS;0;0;0;0.0000;0;0.0000
12;Mahasiswa 0011;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
13;Mahasiswa 0012;2014-09-11;0;2200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20402;Teknik Telekomunikasi;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
14;Mahasiswa 0013;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;1;1;0;2 Juta;0;SMP;0;SMP;0;Buruh;0;IRT;0;0;0;0.0000;0;0.0000
15;Mahasiswa 0014;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;62401;Akuntansi;PSUD;SMU;P;Aktif;0;Unknown;1;1;0;5 Juta;0;S2;0;S1;0;Pegawai BUMN/D;0;-;0;0;0;0.0000;0;0.0000
16;Mahasiswa 0015;2014-09-11;0;3200000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
17;Mahasiswa 0016;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20402;Teknik Telekomunikasi;PSUD;SMU;P;Aktif;0;Unknown;1;4;0;2 Juta;0;S1;0;SMP;0;Pensiunan;0;Karyawan Swasta;0;0;0;0.0000;0;0.0000
18;Mahasiswa 0017;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMU;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
19;Mahasiswa 0018;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMU;L;Aktif;0;Unknown;1;2;0;Diatas 5 Juta;0;S1;0;S2;0;TNI/Polri;0;IRT;0;0;0;0.0000;0;0.0000
22;Mahasiswa 0021;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;56401;Teknik Komputer;PSUD;SMU;P;Aktif;0;Unknown;1;4;0;3 Juta;0;SMP;0;SMA;0;Buruh;0;-;0;0;0;0.0000;0;0.0000
23;Mahasiswa 0022;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20402;Teknik Telekomunikasi;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
24;Mahasiswa 0023;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;62401;Akuntansi;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;3;0;2 Juta;0;S1;0;SMA;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
25;Mahasiswa 0024;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;2;0;2 Juta;0;S2;0;S1;0;-;0;Wiraswasta;0;0;0;0.0000;0;0.0000
26;Mahasiswa 0025;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;3;0;3 Juta;0;S1;0;S1;0;Karyawan Swasta;0;IRT;0;0;0;0.0000;0;0.0000
27;Mahasiswa 0026;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20401;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
28;Mahasiswa 0027;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMU;L;Aktif;0;Unknown;1;3;0;5 Juta;0;S1;0;SMP;0;Wiraswasta;0;-;0;0;0;0.0000;0;0.0000
29;Mahasiswa 0028;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
30;Mahasiswa 0029;2014-09-11;0;2400000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20402;Teknik Telekomunikasi;PSUD;SMU;P;Aktif;0;Unknown;1;1;0;3 Juta;0;S1;0;S1;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
32;Mahasiswa 0031;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20401;Teknik Elektronika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
33;Mahasiswa 0032;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
34;Mahasiswa 0033;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;2;0;Diatas 5 Juta;0;S2;0;S2;0;Guru;0;PNS;0;0;0;0.0000;0;0.0000
36;Mahasiswa 0035;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20402;Teknik Telekomunikasi;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;3;0;3 Juta;0;S1;0;SMA;0;Buruh;0;IRT;0;0;0;0.0000;0;0.0000
37;Mahasiswa 0036;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
38;Mahasiswa 0037;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;1;6;0;1 Juta;0;SMA;0;SMA;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
39;Mahasiswa 0038;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;56401;Teknik Komputer;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;1;0;1 Juta;0;S1;0;SMA;0;Unknown;0;-;0;0;0;0.0000;0;0.0000
40;Mahasiswa 0039;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
41;Mahasiswa 0040;2014-09-11;0;1300000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;21412;Teknik Mekatronika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
42;Mahasiswa 0041;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;56401;Teknik Komputer;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
43;Mahasiswa 0042;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
44;Mahasiswa 0043;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20402;Teknik Telekomunikasi;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
45;Mahasiswa 0044;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;62401;Akuntansi;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
46;Mahasiswa 0045;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;56401;Teknik Komputer;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
47;Mahasiswa 0046;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20402;Teknik Telekomunikasi;UMPCR;UMPCR II;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
50;Mahasiswa 0049;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;21412;Teknik Mekatronika;PSUD;SMU;L;Aktif;0;Unknown;1;2;0;1 Juta;0;S1;0;S1;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
52;Mahasiswa 0051;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMK;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
53;Mahasiswa 0052;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;21412;Teknik Mekatronika;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
54;Mahasiswa 0053;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;3;0;5 Juta;0;S2;0;S2;0;PNS;0;IRT;0;0;0;0.0000;0;0.0000
55;Mahasiswa 0054;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR II;L;Aktif;0;Unknown;1;1;0;2 Juta;0;S1;0;S2;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
56;Mahasiswa 0055;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;PSUD;SMU;L;Aktif;0;Unknown;1;3;0;4 Juta;0;SMA;0;SMP;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
58;Mahasiswa 0057;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;3;Ganjil;9;2012;20402;Teknik Telekomunikasi;PSUD;SMU;L;Aktif;0;Unknown;1;2;0;2 Juta;0;SMP;0;SMP;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
59;Mahasiswa 0058;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;3;Ganjil;9;2012;20402;Teknik Telekomunikasi;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;2;0;5 Juta;0;S2;0;S2;0;PNS;0;PNS;0;0;0;0.0000;0;0.0000
60;Mahasiswa 0059;2014-09-11;0;3200000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;3;0;2 Juta;0;S1;0;S1;0;PNS;0;Tani;0;0;0;0.0000;0;0.0000
62;Mahasiswa 0061;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20401;Teknik Elektronika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
63;Mahasiswa 0062;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
64;Mahasiswa 0063;2014-09-11;0;3200000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
65;Mahasiswa 0064;2014-09-11;0;2400000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMK;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
66;Mahasiswa 0065;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20401;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;1;3;0;1 Juta;0;S1;0;S1;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
67;Mahasiswa 0066;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
68;Mahasiswa 0067;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20401;Teknik Elektronika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;3;0;4 Juta;0;SMA;0;S2;0;Tani;0;PNS;0;0;0;0.0000;0;0.0000
69;Mahasiswa 0068;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20401;Teknik Elektronika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
70;Mahasiswa 0069;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20401;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
72;Mahasiswa 0071;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;1;2;0;5 Juta;0;S1;0;S1;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
73;Mahasiswa 0072;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;62401;Akuntansi;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
74;Mahasiswa 0073;2014-09-11;0;3000000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;62401;Akuntansi;PSUD;SMU;L;Aktif;0;Unknown;1;3;0;2 Juta;0;SMA;0;SMA;0;Karyawan Swasta;0;IRT;0;0;0;0.0000;0;0.0000
75;Mahasiswa 0074;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20401;Teknik Elektronika;PSUD;Beasiswa YPCR;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
76;Mahasiswa 0075;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR I;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
77;Mahasiswa 0076;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;PSUD;SMU;P;Aktif;0;Unknown;1;4;0;2 Juta;0;S1;0;SMA;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
79;Mahasiswa 0078;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
80;Mahasiswa 0079;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
81;Mahasiswa 0080;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;62401;Akuntansi;PSUD;IHSAO;P;Aktif;0;Unknown;1;4;0;1 Juta;0;SMP;0;SMP;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
82;Mahasiswa 0081;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;56401;Teknik Komputer;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
84;Mahasiswa 0083;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;62401;Akuntansi;UMPCR;UMPCR I;P;Aktif;0;Unknown;1;2;0;1 Juta;0;SMP;0;S1;0;Wiraswasta;0;-;0;0;0;0.0000;0;0.0000
87;Mahasiswa 0085;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
88;Mahasiswa 0086;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;3;0;2 Juta;0;S1;0;S1;0;Wiraswasta;0;Wiraswasta;0;0;0;0.0000;0;0.0000
90;Mahasiswa 0088;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMK;L;Aktif;0;Unknown;1;0;0;Diatas 5 Juta;0;S1;0;S1;0;Pensiunan;0;IRT;0;0;0;0.0000;0;0.0000
91;Mahasiswa 0089;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;20402;Teknik Telekomunikasi;UMPCR;UMPCR I;P;Aktif;0;Unknown;1;2;0;4 Juta;0;S2;0;S2;0;Wiraswasta;0;Guru;0;0;0;0.0000;0;0.0000
92;Mahasiswa 0090;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR I;L;Aktif;0;Ya;0;3;0;5 Juta;0;S1;0;S2;0;-;0;Pegawai BUMN/D;0;0;0;0.0000;0;0.0000
93;Mahasiswa 0091;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
94;Mahasiswa 0092;2014-09-11;0;2800000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;56401;Teknik Komputer;PSUD;SMU;P;Aktif;0;Unknown;1;3;0;4 Juta;0;S1;0;SMP;0;Karyawan Swasta;0;Wiraswasta;0;0;0;0.0000;0;0.0000
95;Mahasiswa 0093;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
96;Mahasiswa 0094;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;1;3;0;1 Juta;0;S2;0;S1;0;Wiraswasta;0;IRT;0;0;0;0.0000;0;0.0000
99;Mahasiswa 0097;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
100;Mahasiswa 0098;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Ya;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
102;Mahasiswa 0100;2014-09-11;0;3200000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;4;0;2 Juta;0;SMP;0;S1;0;Tani;0;IRT;0;0;0;0.0000;0;0.0000
103;Mahasiswa 0101;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;21412;Teknik Mekatronika;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
104;Mahasiswa 0102;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
105;Mahasiswa 0103;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR II;L;Aktif;0;Unknown;1;2;0;3 Juta;0;S2;0;S2;0;Pensiunan;0;Guru;0;0;0;0.0000;0;0.0000
106;Mahasiswa 0104;2014-09-11;0;2400000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;20301;Teknik Elektronika;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;0;0;0.0000;0;0.0000
107;Mahasiswa 0105;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;PSUD;SMK;P;Aktif;0;Unknown;1;1;0;5 Juta;0;S2;0;S2;0;Karyawan Swasta;0;Pegawai BUMN/D;0;0;0;0.0000;0;0.0000
108;Mahasiswa 0106;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;2;0;2 Juta;0;S1;0;S1;0;Karyawan Swasta;0;Guru;0;0;0;0.0000;0;0.0000
109;Mahasiswa 0107;2014-09-11;0;5200000.00;5200000.00;Semester;2014/2015;5;Ganjil;9;2012;62401;Akuntansi;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;1;0;Diatas 5 Juta;0;S2;0;S2;0;PNS;0;PNS;0;0;0;0.0000;0;0.0000
110;Mahasiswa 0108;2014-09-11;0;5600000.00;5600000.00;Semester;2014/2015;5;Ganjil;9;2012;57301;Sistem Informasi;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;5;0;4 Juta;0;S1;0;S2;0;Wiraswasta;0;PNS;0;0;0;0.0000;0;0.0000
