tagihan_id;mahasiswa;tanggal_jatuh_tempo;is_terlambat;nominal_tagihan;nominal_harus_bayar;jenis_pembayaran;tahun_ajaran;semester_tagihan;jenis_semester;bulan_jatuh_tempo;angkatan;kode_prodi;nama_prodi;jalur_masuk;subjalur_masuk;jenis_kelamin;statusmhs_periode;is_statusmhs_periode_missing;kps_status;is_kps_status_missing;jumlah_saudara;is_jumlah_saudara_missing;penghasilan_ortu_label;is_penghasilan_ortu_missing;pendidikan_ayah_label;is_pendidikan_ayah_missing;pendidikan_ibu_label;is_pendidikan_ibu_missing;pekerjaan_ayah;is_pekerjaan_ayah_missing;pekerjaan_ibu;is_pekerjaan_ibu_missing;prev_tagihan_count;prev_late_count;prev_late_ratio;prev_cicilan_count;prev_cicilan_ratio
14958;Mahasiswa 0453;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14959;Mahasiswa 0454;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14960;Mahasiswa 0455;2017-02-04;0;1700000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;Beasiswa YPCR;P;Aktif;0;Unknown;1;3;0;2 Juta;0;S2;0;S1;0;-;0;IRT;0;5;0;0.0000;4;0.8000
14961;Mahasiswa 0456;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14962;Mahasiswa 0457;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;3;0;0.0000;0;0.0000
14963;Mahasiswa 0459;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14964;Mahasiswa 0460;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;6;Genap;2;2013;62401;Akuntansi;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;3;0;2 Juta;0;SMA;0;SD;0;Tani;0;IRT;0;3;0;0.0000;0;0.0000
14965;Mahasiswa 0461;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;UMPCR;UMPCR II;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14966;Mahasiswa 0462;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;2;0;Diatas 5 Juta;0;S2;0;S2;0;Wiraswasta;0;IRT;0;4;0;0.0000;0;0.0000
14967;Mahasiswa 0465;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMK;L;Aktif;0;Unknown;0;2;0;3 Juta;0;S1;0;S1;0;Karyawan Swasta;0;IRT;0;4;0;0.0000;0;0.0000
14968;Mahasiswa 0467;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14969;Mahasiswa 0469;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;0;6;0;Diatas 5 Juta;0;SD;0;SD;0;Wiraswasta;0;IRT;0;4;0;0.0000;0;0.0000
14971;Mahasiswa 0472;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;3;0;1 Juta;0;SMP;0;SMP;0;Buruh;0;IRT;0;4;0;0.0000;0;0.0000
14973;Mahasiswa 0476;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;1;4;0;Diatas 5 Juta;0;S1;0;S2;0;Wiraswasta;0;PNS;0;4;0;0.0000;0;0.0000
14974;Mahasiswa 0477;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;2;0;3 Juta;0;SMA;0;SMP;0;Tani;0;IRT;0;5;0;0.0000;1;0.2000
14975;Mahasiswa 0478;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14976;Mahasiswa 0480;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14978;Mahasiswa 0484;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;PSUD;SMU;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;5;0;0.0000;1;0.2000
14979;Mahasiswa 0485;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;;0;4 Juta;0;S1;0;S1;0;Wiraswasta;0;IRT;0;4;0;0.0000;0;0.0000
14981;Mahasiswa 0488;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;PSUD;SMU;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14982;Mahasiswa 0489;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14983;Mahasiswa 0491;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMU;L;Aktif;0;Unknown;0;1;0;1 Juta;0;S2;0;S1;0;-;0;IRT;0;4;0;0.0000;0;0.0000
14984;Mahasiswa 0492;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14985;Mahasiswa 0493;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;P;Aktif;0;Unknown;0;3;0;2 Juta;0;S1;0;S1;0;Buruh;0;IRT;0;4;0;0.0000;0;0.0000
14986;Mahasiswa 0497;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;20401;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;1;4;0;3 Juta;0;S1;0;SMA;0;Tani;0;Tani;0;6;1;0.1667;1;0.1667
14987;Mahasiswa 0499;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;3;0;0.0000;0;0.0000
14988;Mahasiswa 0501;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMU;L;Aktif;0;Unknown;0;2;0;3 Juta;0;S1;0;S1;0;TNI/Polri;0;-;0;4;0;0.0000;0;0.0000
14989;Mahasiswa 0502;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14990;Mahasiswa 0503;2017-02-04;0;1000000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;PSUD;SMU;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14991;Mahasiswa 0504;2017-02-04;0;1000000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14992;Mahasiswa 0505;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMU;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
14993;Mahasiswa 0506;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMU;L;Aktif;0;Unknown;0;3;0;3 Juta;0;S2;0;S1;0;Karyawan Swasta;0;-;0;4;0;0.0000;0;0.0000
14994;Mahasiswa 0507;2017-02-04;0;2700000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;5;0;0.0000;1;0.2000
14996;Mahasiswa 0511;2017-02-04;0;3400000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMK;L;Aktif;0;Unknown;1;3;0;1 Juta;0;SMP;0;SMP;0;Tani;0;IRT;0;5;0;0.0000;4;0.8000
14998;Mahasiswa 0522;2017-02-04;0;3400000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;PSUD;DCR;L;Aktif;0;Unknown;0;3;0;2 Juta;0;SMP;0;S1;0;-;0;Wiraswasta;0;5;0;0.0000;4;0.8000
14999;Mahasiswa 0524;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15000;Mahasiswa 0525;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR II;P;Aktif;0;Unknown;0;3;0;4 Juta;0;SMA;0;S2;0;Karyawan Swasta;0;PNS;0;4;0;0.0000;0;0.0000
15001;Mahasiswa 0527;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;1;3;0;4 Juta;0;S2;0;S1;0;PNS;0;-;0;4;0;0.0000;0;0.0000
15002;Mahasiswa 0529;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15005;Mahasiswa 0535;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;6;Genap;2;2013;20401;Teknik Elektronika;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;2;0;0.0000;1;0.5000
15006;Mahasiswa 0537;2017-02-04;0;2900000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;DCR;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;6;0;0.0000;2;0.3333
15007;Mahasiswa 0538;2017-02-04;0;2500000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;2;0;3 Juta;0;S1;0;S2;0;Wiraswasta;0;Guru;0;4;0;0.0000;0;0.0000
15011;Mahasiswa 0547;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15012;Mahasiswa 0551;2017-02-04;0;3400000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;Beasiswa YPCR;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;5;0;0.0000;4;0.8000
15013;Mahasiswa 0553;2017-02-04;0;1700000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;7;0;0.0000;5;0.7143
15014;Mahasiswa 0554;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15015;Mahasiswa 0555;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;3;0;0.0000;0;0.0000
15016;Mahasiswa 0556;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;6;Genap;2;2013;20402;Teknik Telekomunikasi;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;3;0;0.0000;0;0.0000
15017;Mahasiswa 0559;2017-02-04;1;5800000.00;5800000.00;Semester;2016/2017;5;Ganjil;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Unknown;1;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;6;3;0.5000;3;0.5000
15018;Mahasiswa 0560;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;1;1;0;Diatas 5 Juta;0;S1;0;S2;0;Karyawan Swasta;0;IRT;0;4;0;0.0000;0;0.0000
15020;Mahasiswa 0562;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;6;Genap;2;2013;20401;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;3;1;0.3333;0;0.0000
15025;Mahasiswa 0570;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15027;Mahasiswa 0572;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;UMPCR;UMPCR II;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15028;Mahasiswa 0574;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15029;Mahasiswa 0579;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;6;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;2;0;3 Juta;0;S1;0;S2;0;Pegawai BUMN/D;0;PNS;0;3;0;0.0000;0;0.0000
15031;Mahasiswa 0583;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;P;Aktif;0;Unknown;1;5;0;5 Juta;0;S2;0;S1;0;PNS;0;-;0;4;0;0.0000;0;0.0000
15034;Mahasiswa 0587;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;21412;Teknik Mekatronika;PSUD;SMU;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15037;Mahasiswa 0591;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;6;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;3;0;0.0000;0;0.0000
15039;Mahasiswa 0595;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;5;0;0.0000;1;0.2000
15042;Mahasiswa 0601;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;UMPCR;UMPCR I;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15043;Mahasiswa 0602;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;4;0;2 Juta;0;S1;0;S1;0;Tani;0;IRT;0;4;0;0.0000;0;0.0000
15045;Mahasiswa 0604;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15046;Mahasiswa 0609;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;2;0;1 Juta;0;SMA;0;SMA;0;Wiraswasta;0;IRT;0;4;0;0.0000;0;0.0000
15047;Mahasiswa 0611;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;0;2;0;3 Juta;0;S1;0;S1;0;-;0;Wiraswasta;0;4;0;0.0000;0;0.0000
15048;Mahasiswa 0612;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15049;Mahasiswa 0613;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;1;3;0;3 Juta;0;S2;0;S1;0;PNS;0;IRT;0;4;0;0.0000;0;0.0000
15050;Mahasiswa 0616;2017-02-04;1;3400000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;P;Cuti;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;6;1;0.1667;4;0.6667
15052;Mahasiswa 0618;2017-02-04;0;3400000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMK;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;5;0;0.0000;4;0.8000
15053;Mahasiswa 0620;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;PSUD;SMK;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15055;Mahasiswa 0622;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;1;0;2 Juta;0;S1;0;S1;0;Wiraswasta;0;Wiraswasta;0;4;0;0.0000;0;0.0000
15056;Mahasiswa 0624;2017-02-04;0;2000000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15057;Mahasiswa 0629;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMK;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;5;0;0.0000;1;0.2000
15058;Mahasiswa 0630;2017-02-04;0;550000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;3;0;Diatas 5 Juta;0;S2;0;S2;0;Karyawan Swasta;0;-;0;5;0;0.0000;1;0.2000
15059;Mahasiswa 0632;2017-02-04;0;3400000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;57301;Sistem Informasi;PSUD;SMU;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;5;0;0.0000;4;0.8000
15060;Mahasiswa 0633;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15061;Mahasiswa 0634;2017-02-04;0;100000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;PSUD;SMU;L;Aktif;0;Unknown;1;1;0;3 Juta;0;S2;0;S2;0;Guru;0;Guru;0;4;0;0.0000;0;0.0000
15062;Mahasiswa 0635;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;21412;Teknik Mekatronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15065;Mahasiswa 0639;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMU;P;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15066;Mahasiswa 0640;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;PSUD;SMK;L;Aktif;0;Unknown;1;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15067;Mahasiswa 0641;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;21412;Teknik Mekatronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;3;0;Diatas 5 Juta;0;S2;0;S2;0;Notaris/Hukum;0;Wiraswasta;0;9;0;0.0000;5;0.5556
15068;Mahasiswa 0643;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;62401;Akuntansi;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;6;0;0.0000;2;0.3333
15070;Mahasiswa 0646;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;PSUD;SMK;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15071;Mahasiswa 0647;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;20301;Teknik Elektronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15072;Mahasiswa 0648;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15073;Mahasiswa 0649;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR I;P;Aktif;0;Unknown;0;;1;Unknown;1;Tidak diisi;1;Tidak diisi;1;Unknown;1;Unknown;1;4;0;0.0000;0;0.0000
15075;Mahasiswa 0652;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;1;0;2 Juta;0;SMP;0;SMP;0;-;0;IRT;0;4;0;0.0000;0;0.0000
15077;Mahasiswa 0655;2017-02-04;0;5800000.00;5800000.00;Semester;2016/2017;8;Genap;2;2013;55301;Teknik Informatika;UMPCR;UMPCR II;P;Aktif;0;Unknown;0;2;0;Diatas 5 Juta;0;SMP;0;SMP;0;Wiraswasta;0;Wiraswasta;0;3;0;0.0000;0;0.0000
15078;Mahasiswa 0656;2017-02-04;0;5400000.00;5400000.00;Semester;2016/2017;8;Genap;2;2013;21412;Teknik Mekatronika;UMPCR;UMPCR II;L;Aktif;0;Unknown;0;4;0;4 Juta;0;S1;0;S1;0;Wiraswasta;0;-;0;4;0;0.0000;0;0.0000
